CountryName,Date,PredictedDailyNewCases,PredictedDailyQuantile25,PredictedDailyQuantile75
Israel,2021-02-23,6820,5162,6820
Israel,2021-02-24,6803,5065,6803
Israel,2021-02-25,6785,4970,6785
Israel,2021-02-26,6766,4876,6766
Israel,2021-02-27,6747,4783,6747
Israel,2021-02-28,6726,4691,6726
Israel,2021-03-01,6704,4599,6704
Israel,2021-03-02,6682,4510,6682
Israel,2021-03-03,6658,4421,6658
Israel,2021-03-04,6634,4333,6634
Israel,2021-03-05,6608,4246,6608
Israel,2021-03-06,6582,4161,6582
Israel,2021-03-07,6555,4077,6555
Israel,2021-03-08,6527,3993,6527
Israel,2021-03-09,6498,3911,6498
Israel,2021-03-10,6469,3830,6469
Israel,2021-03-11,6438,3750,6438
Israel,2021-03-12,6407,3671,6407
Israel,2021-03-13,6375,3594,6375
Israel,2021-03-14,6342,3517,6342
Israel,2021-03-15,6308,3442,6308
Israel,2021-03-16,6273,3368,6273
Israel,2021-03-17,6238,3294,6238
Israel,2021-03-18,6202,3222,6202
Israel,2021-03-19,6166,3151,6166
Israel,2021-03-20,6128,3081,6128
Israel,2021-03-21,6090,3013,6090
Italy,2021-02-19,12522,11830,14396
Italy,2021-02-20,12553,11807,14588
Italy,2021-02-21,12583,11783,14780
Italy,2021-02-22,12611,11758,14972
Italy,2021-02-23,12637,11731,15165
Italy,2021-02-24,12661,11702,15358
Italy,2021-02-25,12683,11671,15551
Italy,2021-02-26,12703,11638,15744
Italy,2021-02-27,12722,11604,15937
Italy,2021-02-28,12738,11569,16130
Italy,2021-03-01,12753,11532,16323
Italy,2021-03-02,12766,11493,16515
Italy,2021-03-03,12776,11452,16708
Italy,2021-03-04,12785,11410,16900
Italy,2021-03-05,12792,11367,17092
Italy,2021-03-06,12798,11322,17283
Italy,2021-03-07,12801,11275,17474
Italy,2021-03-08,12802,11227,17665
Italy,2021-03-09,12801,11177,17855
Italy,2021-03-10,12799,11126,18044
Italy,2021-03-11,12794,11074,18232
Italy,2021-03-12,12788,11020,18420
Italy,2021-03-13,12780,10965,18607
Italy,2021-03-14,12770,10908,18793
Italy,2021-03-15,12757,10850,18978
Italy,2021-03-16,12743,10791,19162
Italy,2021-03-17,12727,10730,19345
Italy,2021-03-18,12710,10668,19526
Italy,2021-03-19,12690,10605,19707
Italy,2021-03-20,12668,10541,19886
Italy,2021-03-21,12645,10476,20064
Jamaica,2021-02-19,202,202,202
Jamaica,2021-02-20,202,202,202
Jamaica,2021-02-21,202,202,202
Jamaica,2021-02-22,201,201,201
Jamaica,2021-02-23,201,201,201
Jamaica,2021-02-24,200,200,200
Jamaica,2021-02-25,200,200,200
Jamaica,2021-02-26,199,199,199
Jamaica,2021-02-27,198,198,198
Jamaica,2021-02-28,198,198,198
Jamaica,2021-03-01,197,197,197
Jamaica,2021-03-02,196,196,196
Jamaica,2021-03-03,196,196,196
Jamaica,2021-03-04,195,195,195
Jamaica,2021-03-05,194,194,194
Jamaica,2021-03-06,193,193,193
Jamaica,2021-03-07,193,193,193
Jamaica,2021-03-08,192,192,192
Jamaica,2021-03-09,191,191,191
Jamaica,2021-03-10,190,190,190
Jamaica,2021-03-11,189,189,189
Jamaica,2021-03-12,188,188,188
Jamaica,2021-03-13,187,187,187
Jamaica,2021-03-14,186,186,186
Jamaica,2021-03-15,185,185,185
Jamaica,2021-03-16,184,184,184
Jamaica,2021-03-17,183,183,183
Jamaica,2021-03-18,182,182,182
Jamaica,2021-03-19,181,181,181
Jamaica,2021-03-20,180,180,180
Jamaica,2021-03-21,179,179,179
Japan,2021-02-19,2204,2204,2403
Japan,2021-02-20,2200,2200,2414
Japan,2021-02-21,2196,2196,2425
Japan,2021-02-22,2191,2191,2436
Japan,2021-02-23,2186,2186,2447
Japan,2021-02-24,2181,2181,2457
Japan,2021-02-25,2175,2175,2467
Japan,2021-02-26,2169,2169,2476
Japan,2021-02-27,2162,2162,2485
Japan,2021-02-28,2156,2156,2494
Japan,2021-03-01,2149,2149,2503
Japan,2021-03-02,2142,2142,2511
Japan,2021-03-03,2134,2134,2519
Japan,2021-03-04,2126,2126,2526
Japan,2021-03-05,2118,2118,2533
Japan,2021-03-06,2110,2110,2540
Japan,2021-03-07,2101,2101,2546
Japan,2021-03-08,2092,2092,2552
Japan,2021-03-09,2083,2083,2558
Japan,2021-03-10,2073,2073,2563
Japan,2021-03-11,2063,2063,2568
Japan,2021-03-12,2053,2053,2572
Japan,2021-03-13,2043,2043,2577
Japan,2021-03-14,2032,2032,2580
Japan,2021-03-15,2022,2022,2584
Japan,2021-03-16,2011,2011,2587
Japan,2021-03-17,1999,1999,2589
Japan,2021-03-18,1988,1988,2591
Japan,2021-03-19,1976,1976,2593
Japan,2021-03-20,1964,1964,2595
Japan,2021-03-21,1952,1952,2596
Jordan,2021-02-19,1173,1129,1178
Jordan,2021-02-20,1171,1124,1177
Jordan,2021-02-21,1168,1118,1175
Jordan,2021-02-22,1166,1112,1172
Jordan,2021-02-23,1163,1107,1170
Jordan,2021-02-24,1160,1101,1168
Jordan,2021-02-25,1157,1095,1165
Jordan,2021-02-26,1154,1089,1162
Jordan,2021-02-27,1150,1083,1159
Jordan,2021-02-28,1147,1076,1156
Jordan,2021-03-01,1143,1070,1153
Jordan,2021-03-02,1139,1063,1149
Jordan,2021-03-03,1135,1056,1146
Jordan,2021-03-04,1131,1050,1142
Jordan,2021-03-05,1127,1043,1138
Jordan,2021-03-06,1122,1036,1134
Jordan,2021-03-07,1118,1029,1130
Jordan,2021-03-08,1113,1021,1125
Jordan,2021-03-09,1108,1014,1121
Jordan,2021-03-10,1103,1007,1116
Jordan,2021-03-11,1098,999,1111
Jordan,2021-03-12,1092,992,1106
Jordan,2021-03-13,1087,984,1101
Jordan,2021-03-14,1081,976,1095
Jordan,2021-03-15,1075,969,1090
Jordan,2021-03-16,1069,961,1084
Jordan,2021-03-17,1063,953,1079
Jordan,2021-03-18,1057,945,1073
Jordan,2021-03-19,1051,937,1067
Jordan,2021-03-20,1045,929,1061
Jordan,2021-03-21,1038,920,1055
Kazakhstan,2021-02-19,1448,1415,1475
Kazakhstan,2021-02-20,1447,1413,1477
Kazakhstan,2021-02-21,1447,1410,1479
Kazakhstan,2021-02-22,1446,1407,1480
Kazakhstan,2021-02-23,1445,1403,1482
Kazakhstan,2021-02-24,1444,1400,1483
Kazakhstan,2021-02-25,1443,1396,1483
Kazakhstan,2021-02-26,1442,1392,1484
Kazakhstan,2021-02-27,1440,1388,1484
Kazakhstan,2021-02-28,1438,1384,1485
Kazakhstan,2021-03-01,1436,1380,1485
Kazakhstan,2021-03-02,1433,1375,1484
Kazakhstan,2021-03-03,1431,1370,1484
Kazakhstan,2021-03-04,1428,1365,1483
Kazakhstan,2021-03-05,1425,1360,1482
Kazakhstan,2021-03-06,1422,1354,1481
Kazakhstan,2021-03-07,1418,1349,1480
Kazakhstan,2021-03-08,1415,1343,1478
Kazakhstan,2021-03-09,1411,1337,1476
Kazakhstan,2021-03-10,1407,1331,1474
Kazakhstan,2021-03-11,1403,1325,1472
Kazakhstan,2021-03-12,1398,1318,1469
Kazakhstan,2021-03-13,1394,1312,1467
Kazakhstan,2021-03-14,1389,1305,1464
Kazakhstan,2021-03-15,1384,1298,1460
Kazakhstan,2021-03-16,1379,1291,1457
Kazakhstan,2021-03-17,1373,1283,1454
Kazakhstan,2021-03-18,1368,1276,1450
Kazakhstan,2021-03-19,1362,1268,1446
Kazakhstan,2021-03-20,1356,1261,1442
Kazakhstan,2021-03-21,1350,1253,1437
Kenya,2021-02-19,148,148,183
Kenya,2021-02-20,147,147,186
Kenya,2021-02-21,147,147,189
Kenya,2021-02-22,147,147,191
Kenya,2021-02-23,147,147,194
Kenya,2021-02-24,146,146,197
Kenya,2021-02-25,146,146,200
Kenya,2021-02-26,145,145,202
Kenya,2021-02-27,145,145,205
Kenya,2021-02-28,144,144,208
Kenya,2021-03-01,144,144,211
Kenya,2021-03-02,143,143,213
Kenya,2021-03-03,143,143,216
Kenya,2021-03-04,142,142,219
Kenya,2021-03-05,142,142,222
Kenya,2021-03-06,141,141,224
Kenya,2021-03-07,141,141,227
Kenya,2021-03-08,140,140,230
Kenya,2021-03-09,139,139,233
Kenya,2021-03-10,139,139,235
Kenya,2021-03-11,138,138,238
Kenya,2021-03-12,137,137,241
Kenya,2021-03-13,137,137,244
Kenya,2021-03-14,136,136,246
Kenya,2021-03-15,135,135,249
Kenya,2021-03-16,134,134,252
Kenya,2021-03-17,134,134,255
Kenya,2021-03-18,133,133,257
Kenya,2021-03-19,132,132,260
Kenya,2021-03-20,131,131,263
Kenya,2021-03-21,130,130,265
Kiribati,2021-02-19,0,0,0
Kiribati,2021-02-20,0,0,0
Kiribati,2021-02-21,0,0,0
Kiribati,2021-02-22,0,0,0
Kiribati,2021-02-23,0,0,0
Kiribati,2021-02-24,0,0,0
Kiribati,2021-02-25,0,0,0
Kiribati,2021-02-26,0,0,0
Kiribati,2021-02-27,0,0,0
Kiribati,2021-02-28,0,0,0
Kiribati,2021-03-01,0,0,0
Kiribati,2021-03-02,0,0,0
Kiribati,2021-03-03,0,0,0
Kiribati,2021-03-04,0,0,0
Kiribati,2021-03-05,0,0,0
Kiribati,2021-03-06,0,0,0
Kiribati,2021-03-07,0,0,0
Kiribati,2021-03-08,0,0,0
Kiribati,2021-03-09,0,0,0
Kiribati,2021-03-10,0,0,0
Kiribati,2021-03-11,0,0,0
Kiribati,2021-03-12,0,0,0
Kiribati,2021-03-13,0,0,0
Kiribati,2021-03-14,0,0,0
Kiribati,2021-03-15,0,0,0
Kiribati,2021-03-16,0,0,0
Kiribati,2021-03-17,0,0,0
Kiribati,2021-03-18,0,0,0
Kiribati,2021-03-19,0,0,0
Kiribati,2021-03-20,0,0,0
Kiribati,2021-03-21,0,0,0
Kosovo,2021-02-19,485,485,530
Kosovo,2021-02-20,484,484,533
Kosovo,2021-02-21,483,483,536
Kosovo,2021-02-22,482,482,538
Kosovo,2021-02-23,481,481,541
Kosovo,2021-02-24,479,479,543
Kosovo,2021-02-25,478,478,546
Kosovo,2021-02-26,477,477,548
Kosovo,2021-02-27,475,475,550
Kosovo,2021-02-28,474,474,552
Kosovo,2021-03-01,472,472,555
Kosovo,2021-03-02,471,471,557
Kosovo,2021-03-03,469,469,559
Kosovo,2021-03-04,467,467,560
Kosovo,2021-03-05,466,466,562
Kosovo,2021-03-06,464,464,564
Kosovo,2021-03-07,462,462,566
Kosovo,2021-03-08,460,460,567
Kosovo,2021-03-09,458,458,569
Kosovo,2021-03-10,456,456,570
Kosovo,2021-03-11,453,453,572
Kosovo,2021-03-12,451,451,573
Kosovo,2021-03-13,449,449,574
Kosovo,2021-03-14,447,447,575
Kosovo,2021-03-15,444,444,576
Kosovo,2021-03-16,442,442,577
Kosovo,2021-03-17,439,439,578
Kosovo,2021-03-18,437,437,579
Kosovo,2021-03-19,434,434,579
Kosovo,2021-03-20,431,431,580
Kosovo,2021-03-21,429,429,581
Kuwait,2021-02-19,811,810,811
Kuwait,2021-02-20,810,809,810
Kuwait,2021-02-21,808,807,808
Kuwait,2021-02-22,806,805,806
Kuwait,2021-02-23,804,803,804
Kuwait,2021-02-24,802,801,802
Kuwait,2021-02-25,800,799,800
Kuwait,2021-02-26,798,797,798
Kuwait,2021-02-27,796,794,796
Kuwait,2021-02-28,793,792,793
Kuwait,2021-03-01,791,789,791
Kuwait,2021-03-02,788,787,788
Kuwait,2021-03-03,785,784,785
Kuwait,2021-03-04,782,781,782
Kuwait,2021-03-05,779,778,779
Kuwait,2021-03-06,776,775,776
Kuwait,2021-03-07,773,771,773
Kuwait,2021-03-08,770,768,770
Kuwait,2021-03-09,766,764,766
Kuwait,2021-03-10,763,761,763
Kuwait,2021-03-11,759,757,759
Kuwait,2021-03-12,756,753,756
Kuwait,2021-03-13,752,750,752
Kuwait,2021-03-14,748,746,748
Kuwait,2021-03-15,744,742,744
Kuwait,2021-03-16,740,737,740
Kuwait,2021-03-17,736,733,736
Kuwait,2021-03-18,731,729,731
Kuwait,2021-03-19,727,725,727
Kuwait,2021-03-20,723,720,723
Kuwait,2021-03-21,718,716,718
Kyrgyz Republic,2021-02-19,96,96,96
Kyrgyz Republic,2021-02-20,95,95,95
Kyrgyz Republic,2021-02-21,95,95,95
Kyrgyz Republic,2021-02-22,95,95,95
Kyrgyz Republic,2021-02-23,95,95,95
Kyrgyz Republic,2021-02-24,94,94,94
Kyrgyz Republic,2021-02-25,94,94,94
Kyrgyz Republic,2021-02-26,94,94,94
Kyrgyz Republic,2021-02-27,94,94,94
Kyrgyz Republic,2021-02-28,93,93,93
Kyrgyz Republic,2021-03-01,93,93,93
Kyrgyz Republic,2021-03-02,93,93,93
Kyrgyz Republic,2021-03-03,92,92,92
Kyrgyz Republic,2021-03-04,92,92,92
Kyrgyz Republic,2021-03-05,92,92,92
Kyrgyz Republic,2021-03-06,91,91,91
Kyrgyz Republic,2021-03-07,91,91,91
Kyrgyz Republic,2021-03-08,90,90,90
Kyrgyz Republic,2021-03-09,90,90,90
Kyrgyz Republic,2021-03-10,90,90,90
Kyrgyz Republic,2021-03-11,89,89,89
Kyrgyz Republic,2021-03-12,89,89,89
Kyrgyz Republic,2021-03-13,88,88,88
Kyrgyz Republic,2021-03-14,88,88,88
Kyrgyz Republic,2021-03-15,87,87,87
Kyrgyz Republic,2021-03-16,87,87,87
Kyrgyz Republic,2021-03-17,86,86,86
Kyrgyz Republic,2021-03-18,86,86,86
Kyrgyz Republic,2021-03-19,85,85,85
Kyrgyz Republic,2021-03-20,85,85,85
Kyrgyz Republic,2021-03-21,84,84,84
Laos,2021-02-19,1,1,1
Laos,2021-02-20,1,1,1
Laos,2021-02-21,1,1,1
Laos,2021-02-22,1,1,1
Laos,2021-02-23,1,1,1
Laos,2021-02-24,1,1,1
Laos,2021-02-25,1,1,1
Laos,2021-02-26,1,1,1
Laos,2021-02-27,1,1,1
Laos,2021-02-28,1,1,1
Laos,2021-03-01,1,1,1
Laos,2021-03-02,1,1,1
Laos,2021-03-03,1,1,1
Laos,2021-03-04,1,1,1
Laos,2021-03-05,1,1,1
Laos,2021-03-06,1,1,1
Laos,2021-03-07,1,1,1
Laos,2021-03-08,1,1,1
Laos,2021-03-09,1,1,1
Laos,2021-03-10,1,1,1
Laos,2021-03-11,1,1,1
Laos,2021-03-12,1,1,1
Laos,2021-03-13,1,1,1
Laos,2021-03-14,1,1,1
Laos,2021-03-15,1,0,1
Laos,2021-03-16,1,0,1
Laos,2021-03-17,0,0,0
Laos,2021-03-18,0,0,0
Laos,2021-03-19,0,0,0
Laos,2021-03-20,0,0,0
Laos,2021-03-21,0,0,0
Latvia,2021-02-19,972,871,1064
Latvia,2021-02-20,986,876,1087
Latvia,2021-02-21,1000,881,1110
Latvia,2021-02-22,1015,886,1134
Latvia,2021-02-23,1029,891,1158
Latvia,2021-02-24,1044,896,1182
Latvia,2021-02-25,1058,901,1207
Latvia,2021-02-26,1072,905,1232
Latvia,2021-02-27,1087,910,1257
Latvia,2021-02-28,1101,914,1283
Latvia,2021-03-01,1116,919,1309
Latvia,2021-03-02,1131,923,1335
Latvia,2021-03-03,1145,927,1362
Latvia,2021-03-04,1160,931,1389
Latvia,2021-03-05,1174,935,1416
Latvia,2021-03-06,1189,938,1444
Latvia,2021-03-07,1204,942,1472
Latvia,2021-03-08,1218,945,1500
Latvia,2021-03-09,1233,949,1529
Latvia,2021-03-10,1248,952,1558
Latvia,2021-03-11,1262,955,1587
Latvia,2021-03-12,1277,958,1616
Latvia,2021-03-13,1291,960,1646
Latvia,2021-03-14,1306,963,1676
Latvia,2021-03-15,1320,965,1707
Latvia,2021-03-16,1335,968,1737
Latvia,2021-03-17,1349,970,1768
Latvia,2021-03-18,1363,972,1800
Latvia,2021-03-19,1378,974,1831
Latvia,2021-03-20,1392,976,1863
Latvia,2021-03-21,1406,977,1895
Lebanon,2021-02-19,2666,2594,2666
Lebanon,2021-02-20,2661,2583,2661
Lebanon,2021-02-21,2656,2573,2656
Lebanon,2021-02-22,2650,2562,2650
Lebanon,2021-02-23,2644,2550,2644
Lebanon,2021-02-24,2637,2539,2637
Lebanon,2021-02-25,2630,2527,2630
Lebanon,2021-02-26,2623,2514,2623
Lebanon,2021-02-27,2615,2502,2615
Lebanon,2021-02-28,2607,2489,2607
Lebanon,2021-03-01,2599,2476,2599
Lebanon,2021-03-02,2590,2462,2590
Lebanon,2021-03-03,2581,2448,2581
Lebanon,2021-03-04,2571,2434,2571
Lebanon,2021-03-05,2562,2420,2562
Lebanon,2021-03-06,2551,2405,2551
Lebanon,2021-03-07,2541,2390,2541
Lebanon,2021-03-08,2530,2375,2530
Lebanon,2021-03-09,2519,2359,2519
Lebanon,2021-03-10,2507,2343,2507
Lebanon,2021-03-11,2495,2327,2495
Lebanon,2021-03-12,2483,2311,2483
Lebanon,2021-03-13,2471,2295,2471
Lebanon,2021-03-14,2458,2278,2458
Lebanon,2021-03-15,2445,2261,2445
Lebanon,2021-03-16,2432,2244,2432
Lebanon,2021-03-17,2418,2227,2418
Lebanon,2021-03-18,2404,2209,2404
Lebanon,2021-03-19,2390,2192,2390
Lebanon,2021-03-20,2375,2174,2375
Lebanon,2021-03-21,2361,2156,2361
Lesotho,2021-02-19,177,162,182
Lesotho,2021-02-20,177,161,182
Lesotho,2021-02-21,176,160,182
Lesotho,2021-02-22,176,158,182
Lesotho,2021-02-23,176,157,182
Lesotho,2021-02-24,175,155,182
Lesotho,2021-02-25,175,154,182
Lesotho,2021-02-26,174,152,181
Lesotho,2021-02-27,174,151,181
Lesotho,2021-02-28,173,149,181
Lesotho,2021-03-01,172,148,181
Lesotho,2021-03-02,172,146,181
Lesotho,2021-03-03,171,145,180
Lesotho,2021-03-04,171,143,180
Lesotho,2021-03-05,170,142,180
Lesotho,2021-03-06,169,140,179
Lesotho,2021-03-07,169,139,179
Lesotho,2021-03-08,168,137,179
Lesotho,2021-03-09,167,136,178
Lesotho,2021-03-10,166,134,178
Lesotho,2021-03-11,165,133,177
Lesotho,2021-03-12,165,131,177
Lesotho,2021-03-13,164,130,176
Lesotho,2021-03-14,163,128,176
Lesotho,2021-03-15,162,127,175
Lesotho,2021-03-16,161,125,174
Lesotho,2021-03-17,160,124,174
Lesotho,2021-03-18,159,122,173
Lesotho,2021-03-19,158,120,172
Lesotho,2021-03-20,157,119,172
Lesotho,2021-03-21,156,117,171
Liberia,2021-02-19,6,6,7
Liberia,2021-02-20,6,6,7
Liberia,2021-02-21,6,6,8
Liberia,2021-02-22,6,6,8
Liberia,2021-02-23,6,5,8
Liberia,2021-02-24,6,5,8
Liberia,2021-02-25,7,5,8
Liberia,2021-02-26,7,5,8
Liberia,2021-02-27,7,5,8
Liberia,2021-02-28,7,5,9
Liberia,2021-03-01,7,5,9
Liberia,2021-03-02,7,5,9
Liberia,2021-03-03,7,5,9
Liberia,2021-03-04,7,5,9
Liberia,2021-03-05,7,5,9
Liberia,2021-03-06,7,5,9
Liberia,2021-03-07,7,5,9
Liberia,2021-03-08,7,5,10
Liberia,2021-03-09,7,5,10
Liberia,2021-03-10,7,5,10
Liberia,2021-03-11,7,5,10
Liberia,2021-03-12,7,5,10
Liberia,2021-03-13,7,5,10
Liberia,2021-03-14,7,5,10
Liberia,2021-03-15,7,5,10
Liberia,2021-03-16,7,5,10
Liberia,2021-03-17,7,5,11
Liberia,2021-03-18,7,5,11
Liberia,2021-03-19,7,5,11
Liberia,2021-03-20,7,5,11
Liberia,2021-03-21,7,4,11
Libya,2021-02-19,889,889,889
Libya,2021-02-20,888,888,888
Libya,2021-02-21,886,886,886
Libya,2021-02-22,884,884,884
Libya,2021-02-23,882,882,882
Libya,2021-02-24,880,880,880
Libya,2021-02-25,877,877,877
Libya,2021-02-26,875,875,875
Libya,2021-02-27,872,872,872
Libya,2021-02-28,870,870,870
Libya,2021-03-01,867,867,867
Libya,2021-03-02,864,864,864
Libya,2021-03-03,861,861,861
Libya,2021-03-04,858,858,858
Libya,2021-03-05,855,855,855
Libya,2021-03-06,851,851,851
Libya,2021-03-07,848,848,848
Libya,2021-03-08,844,844,844
Libya,2021-03-09,840,840,840
Libya,2021-03-10,836,836,836
Libya,2021-03-11,832,832,832
Libya,2021-03-12,828,828,828
Libya,2021-03-13,824,824,824
Libya,2021-03-14,820,820,820
Libya,2021-03-15,816,816,816
Libya,2021-03-16,811,811,811
Libya,2021-03-17,806,806,806
Libya,2021-03-18,802,802,802
Libya,2021-03-19,797,797,797
Libya,2021-03-20,792,792,792
Libya,2021-03-21,787,787,787
Lithuania,2021-02-19,597,597,623
Lithuania,2021-02-20,596,596,624
Lithuania,2021-02-21,595,595,624
Lithuania,2021-02-22,594,594,625
Lithuania,2021-02-23,592,592,626
Lithuania,2021-02-24,591,591,626
Lithuania,2021-02-25,589,589,626
Lithuania,2021-02-26,588,588,627
Lithuania,2021-02-27,586,586,627
Lithuania,2021-02-28,584,584,627
Lithuania,2021-03-01,582,582,627
Lithuania,2021-03-02,580,580,627
Lithuania,2021-03-03,578,578,627
Lithuania,2021-03-04,576,576,626
Lithuania,2021-03-05,574,574,626
Lithuania,2021-03-06,572,572,625
Lithuania,2021-03-07,569,569,625
Lithuania,2021-03-08,567,567,624
Lithuania,2021-03-09,564,564,623
Lithuania,2021-03-10,562,562,623
Lithuania,2021-03-11,559,559,622
Lithuania,2021-03-12,556,556,621
Lithuania,2021-03-13,553,553,619
Lithuania,2021-03-14,550,550,618
Lithuania,2021-03-15,548,548,617
Lithuania,2021-03-16,545,545,616
Lithuania,2021-03-17,541,541,614
Lithuania,2021-03-18,538,538,612
Lithuania,2021-03-19,535,535,611
Lithuania,2021-03-20,532,532,609
Lithuania,2021-03-21,529,529,607
Luxembourg,2021-02-19,223,222,260
Luxembourg,2021-02-20,223,222,262
Luxembourg,2021-02-21,222,221,265
Luxembourg,2021-02-22,222,221,267
Luxembourg,2021-02-23,222,220,270
Luxembourg,2021-02-24,221,220,273
Luxembourg,2021-02-25,220,219,275
Luxembourg,2021-02-26,220,219,278
Luxembourg,2021-02-27,219,218,280
Luxembourg,2021-02-28,219,217,283
Luxembourg,2021-03-01,218,217,285
Luxembourg,2021-03-02,217,216,287
Luxembourg,2021-03-03,217,215,290
Luxembourg,2021-03-04,216,214,292
Luxembourg,2021-03-05,215,213,295
Luxembourg,2021-03-06,214,213,297
Luxembourg,2021-03-07,213,212,299
Luxembourg,2021-03-08,213,211,301
Luxembourg,2021-03-09,212,210,304
Luxembourg,2021-03-10,211,209,306
Luxembourg,2021-03-11,210,208,308
Luxembourg,2021-03-12,209,207,310
Luxembourg,2021-03-13,208,206,312
Luxembourg,2021-03-14,207,205,314
Luxembourg,2021-03-15,206,204,316
Luxembourg,2021-03-16,205,202,319
Luxembourg,2021-03-17,204,201,320
Luxembourg,2021-03-18,202,200,322
Luxembourg,2021-03-19,201,199,324
Luxembourg,2021-03-20,200,198,326
Luxembourg,2021-03-21,199,196,328
Macao,2021-02-19,1,1,1
Macao,2021-02-20,1,1,1
Macao,2021-02-21,1,1,1
Macao,2021-02-22,1,1,1
Macao,2021-02-23,1,1,1
Macao,2021-02-24,1,1,1
Macao,2021-02-25,1,1,1
Macao,2021-02-26,1,1,1
Macao,2021-02-27,1,1,1
Macao,2021-02-28,1,1,1
Macao,2021-03-01,1,1,1
Macao,2021-03-02,1,1,1
Macao,2021-03-03,1,1,1
Macao,2021-03-04,1,1,1
Macao,2021-03-05,1,1,1
Macao,2021-03-06,1,1,1
Macao,2021-03-07,1,1,1
Macao,2021-03-08,1,1,1
Macao,2021-03-09,1,1,1
Macao,2021-03-10,1,1,1
Macao,2021-03-11,1,1,1
Macao,2021-03-12,1,1,1
Macao,2021-03-13,1,1,1
Macao,2021-03-14,1,1,1
Macao,2021-03-15,1,1,1
Macao,2021-03-16,1,1,1
Macao,2021-03-17,0,0,0
Macao,2021-03-18,0,0,0
Macao,2021-03-19,0,0,0
Macao,2021-03-20,0,0,0
Macao,2021-03-21,0,0,0
Madagascar,2021-02-19,292,292,292
Madagascar,2021-02-20,291,291,291
Madagascar,2021-02-21,291,291,291
Madagascar,2021-02-22,290,290,290
Madagascar,2021-02-23,289,289,289
Madagascar,2021-02-24,289,289,289
Madagascar,2021-02-25,288,288,288
Madagascar,2021-02-26,287,287,287
Madagascar,2021-02-27,286,286,286
Madagascar,2021-02-28,285,285,285
Madagascar,2021-03-01,284,284,284
Madagascar,2021-03-02,283,283,283
Madagascar,2021-03-03,282,282,282
Madagascar,2021-03-04,281,281,281
Madagascar,2021-03-05,280,280,280
Madagascar,2021-03-06,279,279,279
Madagascar,2021-03-07,278,278,278
Madagascar,2021-03-08,277,277,277
Madagascar,2021-03-09,275,275,275
Madagascar,2021-03-10,274,274,274
Madagascar,2021-03-11,273,273,273
Madagascar,2021-03-12,272,272,272
Madagascar,2021-03-13,270,270,270
Madagascar,2021-03-14,269,269,269
Madagascar,2021-03-15,267,267,267
Madagascar,2021-03-16,266,266,266
Madagascar,2021-03-17,264,264,264
Madagascar,2021-03-18,263,263,263
Madagascar,2021-03-19,261,261,261
Madagascar,2021-03-20,260,260,260
Madagascar,2021-03-21,258,258,258
Malawi,2021-02-19,457,418,457
Malawi,2021-02-20,456,414,456
Malawi,2021-02-21,455,411,455
Malawi,2021-02-22,454,407,454
Malawi,2021-02-23,453,403,453
Malawi,2021-02-24,452,399,452
Malawi,2021-02-25,451,396,451
Malawi,2021-02-26,449,392,449
Malawi,2021-02-27,448,388,448
Malawi,2021-02-28,447,384,447
Malawi,2021-03-01,445,380,445
Malawi,2021-03-02,444,377,444
Malawi,2021-03-03,442,373,442
Malawi,2021-03-04,440,369,440
Malawi,2021-03-05,439,365,439
Malawi,2021-03-06,437,361,437
Malawi,2021-03-07,435,357,435
Malawi,2021-03-08,433,353,433
Malawi,2021-03-09,431,349,431
Malawi,2021-03-10,429,345,429
Malawi,2021-03-11,427,341,427
Malawi,2021-03-12,425,337,425
Malawi,2021-03-13,423,333,423
Malawi,2021-03-14,421,329,421
Malawi,2021-03-15,419,325,419
Malawi,2021-03-16,416,321,416
Malawi,2021-03-17,414,317,414
Malawi,2021-03-18,412,313,412
Malawi,2021-03-19,409,309,409
Malawi,2021-03-20,407,305,407
Malawi,2021-03-21,404,301,404
Malaysia,2021-02-19,4054,3885,4376
Malaysia,2021-02-20,4059,3878,4407
Malaysia,2021-02-21,4064,3870,4439
Malaysia,2021-02-22,4069,3862,4470
Malaysia,2021-02-23,4072,3853,4500
Malaysia,2021-02-24,4076,3843,4531
Malaysia,2021-02-25,4078,3833,4560
Malaysia,2021-02-26,4080,3823,4589
Malaysia,2021-02-27,4082,3811,4618
Malaysia,2021-02-28,4082,3800,4646
Malaysia,2021-03-01,4082,3787,4674
Malaysia,2021-03-02,4082,3775,4701
Malaysia,2021-03-03,4081,3761,4727
Malaysia,2021-03-04,4079,3748,4753
Malaysia,2021-03-05,4077,3733,4778
Malaysia,2021-03-06,4074,3718,4803
Malaysia,2021-03-07,4070,3703,4827
Malaysia,2021-03-08,4066,3687,4851
Malaysia,2021-03-09,4061,3671,4873
Malaysia,2021-03-10,4056,3654,4896
Malaysia,2021-03-11,4050,3637,4917
Malaysia,2021-03-12,4044,3619,4938
Malaysia,2021-03-13,4036,3601,4959
Malaysia,2021-03-14,4029,3582,4978
Malaysia,2021-03-15,4020,3563,4997
Malaysia,2021-03-16,4011,3544,5016
Malaysia,2021-03-17,4002,3524,5033
Malaysia,2021-03-18,3992,3504,5050
Malaysia,2021-03-19,3981,3483,5067
Malaysia,2021-03-20,3970,3462,5082
Malaysia,2021-03-21,3958,3440,5097
Mali,2021-02-19,13,12,15
Mali,2021-02-20,13,12,15
Mali,2021-02-21,13,12,15
